i,c16,i,i,i,i
47,Copper,138000,92,5,5
47,Iron,8900,89,1,7
47,Copper,250000,50,7,9
47,Sandstone,10500,7,5,7
47,Iron,18800,94,2,14
47,Aluminum,61000,61,4,7
47,Iron,1400,14,1,5
47,Aluminum,185000,37,7,9
47,Aluminum,124500,83,5,14
47,Aluminum,6500,13,3,15
47,Sandstone,6200,62,1,20
47,Aluminum,10600,53,2,12
47,Sandstone,48000,96,3,9
47,Marble,25000,5,7,11
47,Marble,9100,91,1,13
47,Iron,20000,10,6,11
47,Marble,435000,87,7,15
47,Sandstone,5800,58,1,1
47,Copper,70000,70,4,9
47,Gold,19000,95,2,7
47,Gold,18000,90,2,19
47,Copper,46500,31,5,16
47,Iron,3000,3,4,19
47,Copper,96000,96,4,2
47,Iron,27000,54,3,8
47,Iron,34000,34,4,6
47,Copper,95000,95,4,3
47,Copper,16000,16,4,9
47,Marble,6000,60,1,20
47,Iron,49500,99,3,10
47,Sandstone,104000,52,6,16
47,Sandstone,64500,43,5,16
47,Sandstone,82000,82,4,13
47,Aluminum,17600,88,2,5
47,Marble,8000,4,6,5
47,Copper,10800,54,2,16
47,Iron,94500,63,5,16
47,Gold,27000,18,5,7
47,Iron,6500,65,1,9
47,Iron,11800,59,2,4
48,Sandstone,330000,66,7,9
48,Sandstone,13200,66,2,4
48,Marble,109500,73,5,7
48,Iron,12000,24,3,18
48,Copper,100000,100,4,6
48,Marble,108000,72,5,13
48,Sandstone,6600,33,2,6
48,Iron,495000,99,7,4
48,Iron,3100,31,1,5
48,Gold,5100,51,1,18
48,Sandstone,29000,58,3,17
48,Marble,17200,86,2,9
48,Marble,6200,62,1,16
48,Aluminum,2900,29,1,19
48,Gold,24000,16,5,12
48,Copper,9200,46,2,2
48,Iron,9100,91,1,2
48,Gold,17400,87,2,9
48,Iron,1600,8,2,14
48,Aluminum,147000,98,5,2
48,Marble,2000,2,4,2
48,Copper,18000,9,6,6
48,Gold,25000,50,3,17
48,Gold,6300,63,1,1
48,Copper,39000,26,5,9
48,Copper,24000,12,6,1
48,Iron,37000,37,4,8
48,Aluminum,30000,20,5,7
48,Aluminum,9000,45,2,4
48,Marble,405000,81,7,9
48,Marble,6100,61,1,18
48,Aluminum,121500,81,5,12
48,Iron,6000,30,2,11
48,Iron,112500,75,5,8
48,Gold,1700,17,1,12
48,Gold,62000,31,6,12
48,Aluminum,60000,12,7,17
48,Aluminum,12600,63,2,19
48,Sandstone,9500,19,3,11
48,Marble,2700,27,1,4
48,Aluminum,2500,5,3,10
48,Gold,10400,52,2,19
48,Iron,205000,41,7,10
48,Gold,455000,91,7,20
48,Iron,44500,89,3,18
48,Sandstone,330000,66,7,7
48,Copper,55500,37,5,3
48,Marble,7000,35,2,2
48,Copper,27000,54,3,8
48,Sandstone,6600,33,2,12
48,Copper,127500,85,5,19
48,Marble,1000,10,1,4
48,Marble,35000,35,4,1
48,Iron,12000,12,4,1
48,Gold,8200,41,2,5
48,Gold,1500,15,1,7
48,Aluminum,23000,23,4,15
48,Sandstone,9000,9,4,7
48,Copper,10000,10,4,13
48,Iron,91000,91,4,7
48,Copper,42000,42,4,5
48,Marble,186000,93,6,12
48,Copper,35000,70,3,6
48,Iron,11200,56,2,5
48,Copper,380000,76,7,8
48,Iron,49500,33,5,3
48,Marble,33000,66,3,9
48,Marble,4800,24,2,8
48,Sandstone,141000,94,5,1
48,Marble,6300,63,1,11
48,Gold,35500,71,3,10
48,Aluminum,5000,25,2,16
48,Gold,20000,40,3,17
48,Sandstone,8500,17,3,8
48,Aluminum,900,9,1,4
48,Copper,25500,51,3,19
48,Aluminum,58000,29,6,2
48,Sandstone,20500,41,3,7
48,Gold,48500,97,3,11
48,Sandstone,144000,72,6,16
48,Aluminum,16500,33,3,19
48,Marble,440000,88,7,5
48,Sandstone,5200,52,1,2
48,Gold,98000,49,6,10
48,Marble,80000,40,6,11
48,Gold,180000,36,7,16
48,Gold,8400,42,2,17
48,Marble,91500,61,5,14
48,Copper,49000,49,4,12
48,Copper,82000,41,6,6
48,Copper,10000,2,7,10
48,Sandstone,29500,59,3,11
48,Copper,37000,74,3,4
48,Gold,67500,45,5,1
48,Sandstone,6000,60,1,17
48,Iron,16800,84,2,15
48,Copper,49000,49,4,9
48,Aluminum,500000,100,7,14
48,Copper,425000,85,7,10
48,Sandstone,20000,10,6,2
48,Iron,500,5,1,4
48,Gold,13400,67,2,8
48,Marble,1400,14,1,4
48,Iron,32000,16,6,5
48,Iron,176000,88,6,1
48,Gold,50000,25,6,18
48,Copper,3500,35,1,5
48,Iron,4000,20,2,11
48,Sandstone,28000,56,3,19
48,Gold,75000,75,4,11
48,Sandstone,2200,22,1,2
48,Sandstone,65000,65,4,5
48,Sandstone,4000,8,3,13
48,Aluminum,34000,17,6,16
48,Iron,17000,85,2,7
48,Gold,185000,37,7,10
48,Sandstone,91000,91,4,13
48,Gold,25500,17,5,5
48,Copper,7000,70,1,17
48,Aluminum,140000,70,6,4
48,Gold,75000,50,5,15
48,Marble,36000,18,6,10
48,Sandstone,30000,30,4,19
48,Marble,118000,59,6,11
48,Iron,39000,26,5,13
48,Copper,152000,76,6,3
48,Sandstone,158000,79,6,8
48,Iron,49000,98,3,18
48,Aluminum,9100,91,1,3
48,Gold,265000,53,7,18
48,Marble,46000,23,6,8
48,Gold,12400,62,2,15
48,Sandstone,48000,96,3,12
48,Aluminum,18200,91,2,1
48,Aluminum,142500,95,5,8
48,Sandstone,18000,18,4,2
48,Sandstone,9400,94,1,14
48,Marble,65000,13,7,3
48,Gold,425000,85,7,9
48,Iron,99000,66,5,5
48,Sandstone,1900,19,1,4
48,Iron,46500,93,3,12
48,Gold,15000,15,4,18
48,Aluminum,79000,79,4,19
48,Marble,105000,70,5,15
48,Gold,11400,57,2,11
48,Copper,144000,72,6,19
48,Marble,485000,97,7,2
48,Sandstone,2400,24,1,10
48,Gold,106000,53,6,3
48,Marble,260000,52,7,1
48,Aluminum,100,1,1,16
48,Gold,116000,58,6,5
48,Gold,12800,64,2,8
48,Marble,345000,69,7,20
48,Aluminum,11400,57,2,15
48,Sandstone,152000,76,6,14
48,Gold,200000,40,7,13
48,Gold,2600,13,2,9
48,Gold,42000,28,5,4
48,Aluminum,43500,87,3,8
48,Copper,5200,52,1,7
48,Aluminum,235000,47,7,5
48,Aluminum,4200,42,1,8
48,Copper,84000,84,4,2
48,Copper,350000,70,7,1
48,Copper,2500,5,3,14
48,Aluminum,12000,60,2,12
48,Marble,98000,49,6,19
48,Copper,58000,29,6,7
48,Iron,24000,12,6,1
48,Marble,45500,91,3,9
48,Sandstone,15000,15,4,14
48,Sandstone,75000,50,5,7
48,Sandstone,13800,69,2,9
48,Iron,5000,50,1,1
48,Iron,250000,50,7,10
48,Aluminum,20000,10,6,3
48,Aluminum,35000,7,7,19
48,Gold,1200,12,1,16
48,Aluminum,4900,49,1,6
48,Aluminum,12000,12,4,7
48,Aluminum,30000,6,7,13
48,Copper,32500,65,3,17
48,Aluminum,20500,41,3,2
48,Copper,2200,11,2,3
48,Gold,2000,4,3,2
48,Aluminum,43000,86,3,9
48,Copper,215000,43,7,11
48,Copper,27000,27,4,15
48,Marble,13000,26,3,1
48,Aluminum,26000,52,3,13
48,Gold,37500,25,5,11
48,Aluminum,49500,99,3,5
48,Gold,86000,43,6,10
48,Marble,33000,22,5,11
48,Gold,168000,84,6,4
48,Aluminum,10000,10,4,15
48,Gold,5800,58,1,20
48,Aluminum,49500,33,5,20
48,Copper,88500,59,5,18
48,Aluminum,1600,16,1,7
48,Sandstone,7400,37,2,16
48,Gold,45000,30,5,13
48,Marble,13800,69,2,15
48,Sandstone,84000,56,5,2
48,Copper,3000,3,4,2
48,Marble,63000,42,5,4
48,Iron,2400,24,1,3
48,Marble,8500,85,1,15
48,Aluminum,133500,89,5,13
48,Aluminum,118000,59,6,12
48,Sandstone,5100,51,1,11
48,Gold,41000,41,4,15
48,Sandstone,85500,57,5,12
48,Marble,1000,10,1,16
48,Iron,128000,64,6,20
48,Marble,15400,77,2,11
48,Gold,12000,8,5,6
48,Aluminum,138000,69,6,7
48,Marble,11000,55,2,5
48,Sandstone,29000,58,3,18
48,Sandstone,16600,83,2,6
48,Iron,15000,10,5,13
48,Marble,1200,6,2,1
48,Sandstone,84000,42,6,19
48,Gold,11600,58,2,9
48,Sandstone,34000,34,4,4
48,Copper,126000,63,6,7
48,Aluminum,66000,66,4,19
48,Marble,14200,71,2,8
48,Aluminum,89000,89,4,4
48,Sandstone,6200,31,2,20
48,Sandstone,69000,69,4,20
48,Marble,8500,85,1,13
48,Marble,475000,95,7,13
48,Aluminum,80000,40,6,18
48,Aluminum,280000,56,7,6
48,Gold,52500,35,5,6
48,Aluminum,14000,28,3,12
48,Iron,46000,46,4,8
48,Gold,1000,5,2,4
48,Iron,5900,59,1,15
48,Marble,41000,82,3,19
48,Copper,42500,85,3,10
48,Marble,7100,71,1,12
48,Copper,100500,67,5,20
48,Marble,141000,94,5,1
48,Gold,5800,58,1,12
48,Marble,25000,5,7,18
48,Copper,10500,21,3,17
48,Iron,87000,58,5,3
48,Gold,9000,18,3,16
48,Gold,22500,15,5,8
48,Copper,39000,39,4,17
48,Marble,155000,31,7,10
48,Marble,9000,9,4,9
48,Iron,485000,97,7,16
48,Copper,144000,72,6,7
48,Sandstone,55500,37,5,1
48,Gold,31500,21,5,8
48,Iron,450000,90,7,11
48,Copper,184000,92,6,10
48,Gold,5400,27,2,19
48,Copper,38500,77,3,10
48,Gold,12000,24,3,10
48,Marble,100,1,1,3
48,Aluminum,34000,34,4,1
48,Marble,14000,7,6,12
48,Gold,78000,39,6,9
48,Iron,180000,90,6,3
48,Marble,9500,19,3,1
48,Aluminum,380000,76,7,16
48,Aluminum,10000,100,1,17
48,Iron,27000,27,4,6
48,Iron,7200,72,1,16
48,Marble,3800,38,1,20
48,Gold,455000,91,7,3
48,Sandstone,4300,43,1,11
48,Copper,66000,66,4,8
48,Iron,97500,65,5,3
48,Marble,20500,41,3,11
48,Aluminum,18800,94,2,17
48,Aluminum,130500,87,5,11
48,Sandstone,25000,25,4,15
48,Copper,16000,16,4,11
48,Iron,385000,77,7,14
48,Marble,36000,18,6,13
48,Iron,20000,20,4,7
48,Aluminum,9900,99,1,18
48,Copper,98000,49,6,12
48,Gold,15000,15,4,20
48,Aluminum,80000,40,6,4
48,Gold,86000,86,4,4
48,Gold,152000,76,6,9
48,Marble,41000,41,4,7
48,Iron,24000,12,6,19
48,Marble,140000,28,7,16
48,Sandstone,27500,55,3,20
48,Sandstone,162000,81,6,20
48,Gold,3200,16,2,20
48,Iron,335000,67,7,20
48,Iron,6500,65,1,9
48,Iron,20500,41,3,3
48,Marble,4600,23,2,7
48,Marble,12000,60,2,12
48,Marble,150000,75,6,2
48,Aluminum,120000,60,6,7
48,Sandstone,160000,32,7,2
48,Sandstone,420000,84,7,19
48,Gold,162000,81,6,19
48,Gold,305000,61,7,16
48,Gold,2400,12,2,17
48,Marble,285000,57,7,3
48,Sandstone,117000,78,5,13
48,Copper,12600,63,2,1
48,Marble,49000,49,4,5
48,Copper,215000,43,7,3
48,Gold,9800,98,1,14
48,Gold,10500,7,5,18
48,Aluminum,1400,14,1,8
48,Gold,63000,63,4,20
48,Sandstone,63000,63,4,7
48,Iron,11600,58,2,8
48,Sandstone,13500,27,3,16
48,Aluminum,20000,20,4,16
48,Gold,105000,70,5,8
48,Marble,16000,80,2,9
48,Copper,445000,89,7,13
48,Copper,114000,76,5,3
48,Marble,150000,75,6,1
48,Copper,93000,62,5,15
48,Aluminum,375000,75,7,18
48,Iron,94000,47,6,14
48,Copper,12000,12,4,1
48,Marble,2700,27,1,7
48,Sandstone,35500,71,3,11
48,Aluminum,20000,100,2,17
48,Marble,4000,4,4,6
48,Gold,166000,83,6,9
48,Iron,215000,43,7,13
48,Aluminum,460000,92,7,8
48,Copper,150000,75,6,5
48,Marble,49500,33,5,12
48,Iron,1800,9,2,8
48,Sandstone,7700,77,1,11
48,Sandstone,58000,58,4,8
48,Copper,17000,85,2,5
48,Copper,350000,70,7,12
48,Copper,80000,40,6,6
48,Marble,166000,83,6,14
48,Aluminum,11800,59,2,17
48,Marble,8900,89,1,12
48,Marble,22500,15,5,9
48,Sandstone,8800,88,1,5
48,Gold,49500,99,3,5
48,Iron,82000,41,6,12
48,Iron,14800,74,2,4
48,Aluminum,8600,86,1,11
48,Iron,6500,65,1,1
48,Marble,50000,10,7,14
48,Sandstone,90000,45,6,3
48,Sandstone,40500,27,5,18
48,Sandstone,100000,100,4,15
48,Sandstone,8400,42,2,2
48,Iron,490000,98,7,16
48,Gold,92000,46,6,12
48,Copper,72000,48,5,19
48,Aluminum,54000,36,5,19
48,Sandstone,36000,24,5,4
48,Aluminum,32500,65,3,6
48,Marble,67500,45,5,9
48,Marble,24000,16,5,5
48,Marble,174000,87,6,1
48,Copper,133500,89,5,8
48,Copper,51000,51,4,17
48,Aluminum,59000,59,4,4
48,Copper,155000,31,7,17
48,Gold,56000,56,4,13
48,Iron,9500,19,3,14
48,Aluminum,36000,72,3,19
48,Marble,3500,7,3,14
48,Sandstone,67000,67,4,13
48,Copper,8100,81,1,18
48,Aluminum,85500,57,5,19
48,Gold,75000,75,4,19
48,Gold,400000,80,7,15
48,Copper,6500,13,3,17
48,Aluminum,5100,51,1,18
48,Marble,4600,46,1,16
48,Copper,43500,29,5,4
48,Aluminum,2000,1,6,16
48,Iron,4500,3,5,15
48,Gold,67000,67,4,11
48,Aluminum,122000,61,6,7
48,Copper,40000,8,7,8
48,Iron,39000,78,3,17
48,Gold,230000,46,7,3
48,Gold,8800,88,1,6
48,Iron,176000,88,6,5
48,Gold,310000,62,7,3
48,Aluminum,97000,97,4,3
48,Copper,1400,14,1,1
48,Sandstone,4000,40,1,12
48,Copper,5400,54,1,19
48,Copper,4400,22,2,13
48,Copper,19000,19,4,6
48,Aluminum,420000,84,7,4
48,Gold,75000,50,5,18
48,Aluminum,30000,15,6,15
48,Aluminum,16000,80,2,16
48,Aluminum,4400,44,1,12
48,Marble,16500,33,3,4
48,Copper,139500,93,5,14
48,Iron,68000,34,6,1
48,Aluminum,92000,46,6,11
48,Marble,405000,81,7,15
48,Marble,56000,28,6,19
48,Aluminum,35500,71,3,11
48,Iron,51000,34,5,10
48,Copper,17400,87,2,14
48,Sandstone,100000,50,6,12
48,Copper,24000,24,4,6
48,Gold,76000,76,4,11
48,Copper,133500,89,5,10
48,Copper,142000,71,6,10
48,Copper,49500,99,3,14
48,Marble,35000,70,3,18
48,Aluminum,160000,32,7,13
48,Copper,16000,8,6,10
48,Marble,2000,4,3,16
48,Marble,91500,61,5,2
48,Iron,1800,18,1,17
48,Iron,23000,23,4,7
48,Iron,44000,88,3,5
48,Sandstone,41500,83,3,9
48,Sandstone,23000,46,3,1
48,Gold,14000,28,3,7
48,Marble,43000,86,3,1
48,Iron,150000,100,5,17
48,Sandstone,29000,58,3,20
48,Marble,4000,8,3,20
48,Marble,2000,10,2,12
48,Iron,17600,88,2,6
48,Gold,4900,49,1,10
48,Marble,39000,78,3,6
48,Gold,128000,64,6,7
48,Gold,25500,51,3,10
48,Sandstone,4900,49,1,12
48,Sandstone,49500,33,5,20
48,Copper,18000,9,6,13
48,Aluminum,19800,99,2,2
48,Marble,210000,42,7,13
48,Iron,61500,41,5,3
48,Sandstone,132000,88,5,11
48,Sandstone,100500,67,5,19
48,Marble,3500,35,1,11
48,Aluminum,78000,78,4,2
48,Copper,31500,21,5,17
48,Aluminum,23500,47,3,19
48,Copper,4300,43,1,12
48,Gold,5100,51,1,6
48,Sandstone,2500,25,1,9
48,Sandstone,365000,73,7,11
48,Iron,385000,77,7,2
48,Gold,20000,20,4,15
48,Aluminum,24000,12,6,8
48,Copper,46000,92,3,6
48,Marble,1800,9,2,11
48,Sandstone,39000,26,5,13
48,Iron,9000,9,4,5
48,Gold,11200,56,2,20
48,Copper,16000,8,6,19
48,Aluminum,8400,84,1,1
48,Sandstone,115000,23,7,18
48,Marble,45000,30,5,5
48,Aluminum,64500,43,5,14
48,Iron,7400,37,2,19
48,Copper,85500,57,5,15
48,Marble,18000,18,4,14
48,Marble,134000,67,6,2
48,Copper,3000,30,1,10
48,Aluminum,37000,74,3,13
48,Marble,66000,33,6,7
48,Marble,15000,30,3,2
49,Copper,98000,98,4,9
49,Sandstone,25500,17,5,4
49,Gold,100000,50,6,4
49,Aluminum,147000,98,5,3
49,Copper,30000,6,7,20
49,Marble,64000,64,4,13
49,Gold,67000,67,4,7
49,Marble,106000,53,6,20
49,Sandstone,31000,62,3,4
49,Iron,11000,11,4,10
49,Sandstone,8700,87,1,16
49,Marble,77000,77,4,19
49,Iron,6200,31,2,17
49,Marble,3500,35,1,15
49,Iron,135000,90,5,16
49,Marble,7400,74,1,15
49,Marble,46500,93,3,15
49,Sandstone,4600,46,1,13
49,Sandstone,2300,23,1,7
49,Sandstone,190000,95,6,7
49,Copper,5300,53,1,10
49,Marble,21500,43,3,9
49,Gold,30500,61,3,6
49,Copper,59000,59,4,14
49,Aluminum,7000,14,3,13
49,Copper,196000,98,6,17
49,Marble,55000,55,4,20
49,Sandstone,198000,99,6,16
49,Copper,3200,16,2,20
49,Aluminum,435000,87,7,14
49,Aluminum,8100,81,1,13
49,Gold,94000,94,4,9
49,Aluminum,6000,12,3,11
49,Copper,16500,11,5,4
49,Copper,86000,43,6,12
49,Marble,140000,70,6,8
49,Iron,4500,45,1,1
49,Aluminum,72000,36,6,19
49,Marble,118500,79,5,15
49,Gold,6200,31,2,14
49,Gold,58000,29,6,19
49,Copper,16400,82,2,1
49,Marble,70000,14,7,11
49,Marble,12000,8,5,7
49,Marble,465000,93,7,8
49,Copper,130000,65,6,9
49,Copper,1400,14,1,15
49,Aluminum,7400,74,1,8
49,Marble,109500,73,5,12
49,Aluminum,13000,65,2,1
49,Marble,38000,76,3,7
49,Gold,147000,98,5,15
49,Aluminum,130000,26,7,5
49,Gold,60000,60,4,13
49,Gold,36000,36,4,4
49,Iron,17000,17,4,17
49,Copper,66000,44,5,2
49,Iron,34500,23,5,4
49,Iron,7800,39,2,14
49,Iron,3600,36,1,4
49,Aluminum,2300,23,1,12
49,Copper,11000,55,2,10
49,Gold,69000,46,5,7
49,Gold,20500,41,3,20
49,Sandstone,1700,17,1,6
49,Iron,35000,70,3,7
49,Sandstone,18200,91,2,17
49,Iron,485000,97,7,9
49,Marble,485000,97,7,20
49,Sandstone,2000,2,4,12
49,Copper,74000,37,6,8
49,Iron,800,8,1,20
49,Aluminum,80000,40,6,10
49,Iron,138000,92,5,9
49,Copper,61500,41,5,15
49,Aluminum,79500,53,5,4
49,Iron,210000,42,7,5
49,Marble,54000,36,5,14
49,Marble,1000,1,4,3
49,Gold,65000,65,4,1
49,Copper,110000,22,7,7
49,Iron,360000,72,7,9
49,Iron,50000,100,3,19
49,Marble,90000,18,7,10
49,Iron,38500,77,3,18
49,Aluminum,70000,14,7,17
49,Marble,335000,67,7,4
49,Iron,15800,79,2,5
49,Aluminum,66000,66,4,19
49,Iron,7000,70,1,15
49,Iron,8400,42,2,6
49,Gold,6200,31,2,9
49,Marble,8600,86,1,20
49,Gold,8300,83,1,13
49,Aluminum,4900,49,1,18
49,Sandstone,8200,41,2,8
49,Marble,39500,79,3,17
49,Marble,3000,30,1,14
49,Aluminum,24000,16,5,5
49,Iron,27500,55,3,5
49,Iron,330000,66,7,19
49,Sandstone,26000,26,4,9
49,Aluminum,41500,83,3,1
49,Iron,5200,52,1,15
49,Sandstone,1100,11,1,3
49,Sandstone,230000,46,7,17
49,Gold,200000,100,6,1
49,Iron,117000,78,5,4
49,Marble,45000,90,3,3
49,Aluminum,96000,48,6,4
49,Iron,48000,48,4,12
49,Aluminum,15000,10,5,13
49,Copper,30000,6,7,8
49,Iron,7400,37,2,1
49,Iron,22000,44,3,7
49,Sandstone,160000,32,7,20
49,Aluminum,10500,7,5,13
49,Marble,2100,21,1,17
49,Marble,198000,99,6,7
49,Copper,86000,86,4,19
49,Copper,300000,60,7,20
49,Sandstone,500,5,1,8
49,Marble,11000,11,4,10
49,Aluminum,4400,44,1,1
49,Gold,182000,91,6,10
49,Aluminum,8700,87,1,1
49,Marble,100000,50,6,6
49,Gold,5500,11,3,3
49,Copper,70000,35,6,6
49,Gold,2400,24,1,16
49,Aluminum,70000,70,4,1
49,Sandstone,8700,87,1,10
49,Sandstone,86000,43,6,2
49,Aluminum,8000,80,1,7
49,Iron,4000,4,4,4
49,Gold,148500,99,5,17
49,Sandstone,72000,36,6,11
49,Gold,200000,40,7,19
49,Sandstone,83000,83,4,1
49,Sandstone,335000,67,7,20
49,Copper,4000,40,1,17
49,Iron,10400,52,2,6
49,Aluminum,85500,57,5,12
49,Gold,335000,67,7,14
49,Marble,2600,26,1,2
49,Copper,76500,51,5,3
49,Gold,98000,49,6,11
49,Aluminum,275000,55,7,14
49,Iron,11500,23,3,14
49,Iron,48000,24,6,11
49,Iron,3000,2,5,17
49,Copper,3200,32,1,16
49,Aluminum,235000,47,7,5
49,Iron,11000,22,3,11
49,Marble,124500,83,5,14
49,Marble,50000,25,6,12
49,Iron,45000,9,7,7
49,Aluminum,11600,58,2,3
49,Copper,132000,88,5,3
49,Copper,17000,17,4,16
49,Copper,2000,2,4,11
49,Copper,4800,48,1,7
49,Iron,124000,62,6,6
49,Gold,50000,25,6,9
49,Iron,36000,18,6,19
49,Sandstone,52000,52,4,20
49,Gold,3600,36,1,13
49,Iron,14000,70,2,1
49,Sandstone,400000,80,7,11
49,Copper,39000,78,3,3
49,Copper,84000,56,5,2
49,Marble,8100,81,1,5
49,Sandstone,26000,52,3,10
49,Iron,34000,34,4,19
49,Iron,11000,11,4,7
49,Copper,22000,11,6,4
49,Sandstone,9100,91,1,13
49,Copper,6000,4,5,5
49,Copper,1900,19,1,6
49,Gold,48000,24,6,6
49,Aluminum,20000,100,2,11
49,Marble,102000,68,5,7
49,Aluminum,4400,44,1,2
49,Gold,100000,100,4,10
49,Gold,13500,27,3,1
49,Gold,3400,17,2,3
49,Marble,29000,58,3,14
49,Iron,54000,36,5,18
49,Aluminum,11000,55,2,16
49,Copper,9100,91,1,17
49,Sandstone,9500,19,3,8
49,Gold,15000,75,2,2
49,Gold,19500,39,3,13
49,Gold,188000,94,6,1
49,Marble,470000,94,7,5
49,Sandstone,10500,7,5,14
49,Gold,150000,75,6,3
49,Gold,4800,24,2,9
49,Gold,26500,53,3,6
49,Sandstone,1300,13,1,8
49,Iron,16000,8,6,4
49,Copper,900,9,1,3
49,Copper,9000,90,1,11
49,Sandstone,7000,14,3,8
49,Marble,99000,66,5,20
49,Marble,400000,80,7,6
49,Iron,90000,90,4,5
49,Sandstone,66000,66,4,13
49,Sandstone,24000,48,3,8
49,Copper,18400,92,2,13
49,Gold,405000,81,7,16
49,Aluminum,94500,63,5,11
49,Gold,7300,73,1,7
49,Gold,135000,90,5,6
49,Sandstone,64000,64,4,17
49,Marble,300,3,1,1
49,Iron,7400,74,1,14
49,Marble,13500,9,5,4
49,Aluminum,33500,67,3,7
49,Copper,36000,24,5,20
49,Gold,95000,95,4,2
49,Sandstone,495000,99,7,15
49,Sandstone,30000,15,6,14
49,Gold,23000,46,3,3
49,Sandstone,420000,84,7,15
49,Marble,24000,16,5,20
49,Aluminum,16500,11,5,18
49,Iron,3900,39,1,17
49,Aluminum,22000,22,4,7
49,Gold,28000,56,3,4
49,Sandstone,79000,79,4,18
49,Sandstone,8500,85,1,4
49,Aluminum,36000,36,4,9
49,Sandstone,142500,95,5,12
49,Iron,390000,78,7,5
49,Sandstone,136000,68,6,3
49,Gold,10600,53,2,1
49,Copper,430000,86,7,20
49,Gold,90000,90,4,4
49,Copper,50000,50,4,5
49,Copper,146000,73,6,2
49,Aluminum,71000,71,4,17
49,Aluminum,82500,55,5,18
49,Aluminum,188000,94,6,19
49,Gold,43500,87,3,18
49,Marble,39000,78,3,9
49,Aluminum,6000,12,3,6
49,Aluminum,325000,65,7,4
49,Sandstone,165000,33,7,1
49,Aluminum,3800,19,2,8
49,Marble,63000,42,5,14
49,Gold,8100,81,1,13
49,Aluminum,76500,51,5,2
49,Gold,122000,61,6,4
49,Copper,99000,99,4,2
49,Aluminum,30000,20,5,19
49,Aluminum,96000,64,5,11
49,Aluminum,16000,8,6,1
49,Marble,4200,21,2,1
49,Gold,76500,51,5,20
49,Sandstone,109500,73,5,7
49,Marble,45000,30,5,17
49,Copper,78000,78,4,16
49,Marble,310000,62,7,14
49,Copper,124000,62,6,18
49,Sandstone,6500,13,3,2
49,Aluminum,99000,66,5,6
49,Aluminum,49000,98,3,9
49,Sandstone,2200,11,2,5
49,Iron,44500,89,3,15
49,Sandstone,60000,12,7,13
49,Iron,59000,59,4,8
49,Aluminum,400000,80,7,12
49,Marble,9300,93,1,11
49,Sandstone,600,3,2,8
49,Iron,14000,70,2,6
49,Aluminum,60000,30,6,2
49,Iron,13500,27,3,8
49,Sandstone,60000,40,5,3
49,Marble,42000,84,3,14
49,Marble,11000,55,2,19
49,Aluminum,13000,13,4,9
49,Aluminum,48000,48,4,4
49,Iron,85000,85,4,10
49,Gold,85000,17,7,10
49,Marble,455000,91,7,9
49,Sandstone,13600,68,2,11
49,Iron,36000,36,4,1
49,Copper,10000,10,4,3
49,Aluminum,99000,99,4,11
49,Iron,8000,8,4,3
49,Copper,66000,33,6,1
49,Gold,19500,39,3,3
49,Marble,200,2,1,10
49,Sandstone,385000,77,7,6
49,Copper,76500,51,5,8
49,Aluminum,2100,21,1,19
49,Sandstone,385000,77,7,15
49,Sandstone,148000,74,6,3
49,Aluminum,8100,81,1,14
49,Gold,15000,15,4,7
49,Gold,96000,48,6,12
49,Iron,900,9,1,2
49,Copper,2800,28,1,11
49,Aluminum,44000,22,6,11
49,Aluminum,7000,14,3,9
49,Copper,70000,70,4,10
49,Sandstone,100000,100,4,10
49,Sandstone,26000,26,4,1
49,Copper,65000,13,7,2
49,Gold,142500,95,5,6
49,Aluminum,5600,28,2,14
49,Marble,7200,72,1,14
49,Aluminum,134000,67,6,1
49,Copper,275000,55,7,2
49,Marble,121500,81,5,17
49,Sandstone,4700,47,1,16
49,Iron,1500,15,1,7
49,Marble,99000,66,5,15
49,Marble,31500,63,3,3
49,Copper,114000,57,6,10
49,Aluminum,3000,30,1,13
49,Gold,58500,39,5,9
49,Iron,140000,70,6,9
49,Sandstone,8400,42,2,3
49,Sandstone,87000,87,4,16
49,Sandstone,4000,40,1,16
49,Copper,4300,43,1,4
49,Aluminum,49000,49,4,7
49,Copper,3900,39,1,11
49,Iron,470000,94,7,17
49,Sandstone,28500,19,5,6
49,Sandstone,19200,96,2,15
49,Gold,7000,7,4,20
49,Aluminum,87000,58,5,3
49,Gold,365000,73,7,5
49,Marble,142500,95,5,20
49,Copper,3800,19,2,14
49,Sandstone,8500,17,3,15
49,Sandstone,280000,56,7,13
49,Iron,45500,91,3,1
49,Copper,5600,28,2,5
49,Gold,39000,26,5,3
49,Gold,3700,37,1,17
49,Sandstone,8500,17,3,20
49,Sandstone,3400,17,2,14
49,Copper,46500,93,3,17
49,Marble,13800,69,2,7
49,Marble,48000,48,4,12
49,Gold,92000,46,6,3
49,Gold,85000,85,4,1
49,Gold,11200,56,2,18
49,Marble,184000,92,6,10
49,Gold,35000,7,7,7
49,Marble,15000,75,2,1
49,Gold,16000,8,6,1
49,Gold,50000,100,3,2
49,Gold,72000,36,6,10
49,Iron,1700,17,1,14
49,Iron,1500,1,5,4
49,Gold,46000,92,3,14
49,Marble,345000,69,7,17
49,Aluminum,67500,45,5,18
49,Marble,126000,84,5,12
49,Iron,70500,47,5,9
49,Iron,40500,81,3,15
49,Aluminum,225000,45,7,13
49,Copper,11000,22,3,11
