i,c16,i,i,i,i
50,Copper,8000,4,6,16
50,Iron,26000,52,3,13
50,Copper,178000,89,6,15
50,Sandstone,54000,36,5,7
50,Sandstone,14000,70,2,12
50,Aluminum,13500,9,5,12
50,Marble,2400,24,1,7
50,Gold,94500,63,5,12
50,Sandstone,2000,2,4,9
50,Sandstone,14600,73,2,1
50,Aluminum,390000,78,7,5
50,Marble,192000,96,6,16
50,Gold,2000,1,6,9
50,Aluminum,210000,42,7,14
50,Marble,415000,83,7,5
50,Gold,2000,10,2,1
50,Gold,132000,66,6,6
50,Iron,30000,20,5,5
50,Copper,8500,17,3,2
50,Aluminum,35000,7,7,15
50,Gold,144000,96,5,11
50,Marble,84000,56,5,20
50,Iron,58000,29,6,13
50,Sandstone,92000,92,4,17
50,Copper,196000,98,6,8
50,Aluminum,141000,94,5,12
50,Marble,64500,43,5,4
50,Gold,495000,99,7,10
50,Marble,75000,15,7,3
50,Gold,16000,8,6,7
50,Gold,445000,89,7,9
50,Sandstone,45000,90,3,11
50,Gold,7600,76,1,18
50,Iron,198000,99,6,9
50,Aluminum,3600,18,2,11
50,Gold,84000,56,5,2
50,Marble,45000,9,7,20
50,Copper,99000,99,4,20
50,Iron,192000,96,6,7
50,Gold,3500,35,1,15
50,Marble,27000,27,4,6
50,Sandstone,70000,35,6,10
50,Copper,58000,58,4,3
50,Marble,11000,22,3,10
50,Iron,36000,36,4,1
50,Copper,45000,30,5,8
50,Iron,20000,100,2,11
50,Iron,29500,59,3,12
50,Gold,9200,46,2,15
50,Gold,196000,98,6,10
50,Aluminum,16000,16,4,8
50,Iron,117000,78,5,14
50,Gold,365000,73,7,17
50,Iron,12200,61,2,2
50,Sandstone,4700,47,1,8
50,Marble,70000,70,4,19
50,Aluminum,7200,36,2,16
50,Aluminum,66000,44,5,15
50,Copper,135000,27,7,1
50,Aluminum,46000,46,4,5
50,Sandstone,62000,31,6,15
50,Iron,37500,25,5,10
50,Aluminum,31500,63,3,11
50,Aluminum,106500,71,5,15
50,Sandstone,14500,29,3,11
50,Gold,455000,91,7,4
50,Marble,2600,26,1,6
50,Marble,43500,87,3,20
50,Copper,20000,20,4,10
50,Marble,85000,85,4,7
50,Aluminum,142500,95,5,13
50,Gold,1400,7,2,6
50,Iron,3400,17,2,12
50,Gold,70000,35,6,12
50,Sandstone,7200,36,2,16
50,Sandstone,176000,88,6,8
50,Iron,145500,97,5,3
50,Marble,200000,100,6,7
50,Marble,9800,98,1,18
50,Iron,50000,100,3,6
50,Marble,109500,73,5,10
50,Gold,2900,29,1,4
50,Iron,13500,27,3,11
50,Marble,98000,49,6,4
50,Aluminum,6100,61,1,19
50,Gold,184000,92,6,1
50,Aluminum,1100,11,1,10
50,Marble,135000,27,7,5
50,Gold,1600,16,1,18
50,Copper,81000,81,4,17
50,Aluminum,20000,20,4,13
50,Iron,30000,15,6,16
50,Gold,3000,2,5,19
50,Gold,175000,35,7,7
50,Copper,28000,14,6,16
50,Copper,94500,63,5,1
50,Sandstone,16400,82,2,1
50,Copper,15000,30,3,11
50,Sandstone,13500,9,5,18
50,Sandstone,48000,96,3,8
50,Gold,54000,27,6,9
50,Sandstone,66000,66,4,17
50,Iron,365000,73,7,5
50,Sandstone,3900,39,1,1
50,Iron,69000,69,4,6
50,Copper,84000,42,6,19
50,Marble,1600,16,1,17
50,Gold,6900,69,1,3
50,Iron,32000,64,3,20
50,Marble,182000,91,6,18
50,Marble,3400,17,2,13
50,Sandstone,600,3,2,4
50,Iron,112500,75,5,14
50,Aluminum,67500,45,5,8
50,Aluminum,132000,66,6,10
50,Iron,4800,24,2,8
50,Copper,14500,29,3,7
50,Iron,82000,82,4,18
50,Gold,54000,54,4,13
50,Aluminum,13400,67,2,6
50,Aluminum,10400,52,2,15
50,Copper,76500,51,5,2
50,Marble,13000,13,4,18
50,Iron,230000,46,7,11
50,Iron,70000,14,7,16
50,Sandstone,38000,76,3,8
50,Marble,43500,87,3,14
50,Sandstone,2000,20,1,15
50,Marble,19000,19,4,16
50,Copper,11400,57,2,4
50,Aluminum,16500,11,5,2
50,Marble,1100,11,1,5
50,Gold,8000,16,3,18
50,Aluminum,81000,54,5,14
50,Sandstone,180000,36,7,15
50,Marble,26000,52,3,14
50,Sandstone,16200,81,2,11
50,Aluminum,1000,10,1,9
50,Marble,37500,75,3,10
50,Sandstone,117000,78,5,20
50,Iron,20000,100,2,10
50,Aluminum,166000,83,6,19
50,Copper,158000,79,6,12
50,Marble,102000,51,6,10
51,Aluminum,93000,62,5,3
51,Marble,100000,100,4,10
51,Iron,270000,54,7,8
51,Aluminum,11500,23,3,16
51,Marble,102000,68,5,19
51,Aluminum,9500,95,1,3
51,Aluminum,19500,13,5,10
51,Gold,34000,68,3,4
51,Sandstone,34500,23,5,9
51,Marble,108000,54,6,6
51,Copper,4700,47,1,15
51,Copper,144000,96,5,8
51,Sandstone,375000,75,7,15
51,Iron,5700,57,1,10
51,Iron,1000,1,4,8
51,Sandstone,105000,21,7,3
51,Iron,135000,27,7,6
51,Sandstone,90000,60,5,7
51,Sandstone,49000,98,3,7
51,Sandstone,168000,84,6,1
51,Sandstone,7200,36,2,17
51,Aluminum,8900,89,1,16
51,Copper,3000,3,4,1
51,Aluminum,69000,46,5,5
51,Marble,465000,93,7,12
51,Marble,7500,5,5,3
51,Iron,3000,15,2,19
51,Copper,67000,67,4,15
51,Gold,139500,93,5,19
51,Aluminum,26500,53,3,13
51,Copper,15000,15,4,1
51,Sandstone,36000,36,4,4
51,Aluminum,210000,42,7,16
51,Sandstone,3200,16,2,8
51,Marble,3100,31,1,3
51,Aluminum,800,8,1,7
51,Copper,6200,31,2,17
51,Sandstone,24000,12,6,15
51,Copper,135000,27,7,4
51,Marble,165000,33,7,6
51,Marble,3500,7,3,19
51,Copper,26000,26,4,13
51,Marble,7800,78,1,12
51,Iron,360000,72,7,10
51,Sandstone,11600,58,2,12
51,Sandstone,7900,79,1,17
51,Copper,28000,56,3,2
51,Gold,3700,37,1,9
51,Marble,355000,71,7,1
51,Aluminum,22500,15,5,7
51,Copper,190000,38,7,5
51,Marble,9500,95,1,16
51,Aluminum,20000,4,7,5
51,Aluminum,96000,64,5,4
51,Marble,50000,10,7,3
51,Iron,55000,55,4,17
51,Aluminum,10000,100,1,5
51,Aluminum,3900,39,1,14
51,Sandstone,370000,74,7,13
51,Marble,365000,73,7,16
51,Iron,5500,11,3,6
51,Aluminum,15800,79,2,4
51,Gold,55000,55,4,16
51,Aluminum,3000,30,1,2
51,Aluminum,7400,74,1,15
51,Aluminum,18600,93,2,6
51,Gold,97000,97,4,7
51,Copper,40500,81,3,14
51,Copper,13600,68,2,2
51,Gold,410000,82,7,10
51,Marble,45000,45,4,2
51,Aluminum,95000,19,7,18
51,Copper,38500,77,3,7
51,Copper,14400,72,2,9
51,Iron,13000,26,3,7
51,Gold,68000,68,4,16
51,Copper,120000,60,6,8
51,Marble,10000,10,4,1
51,Sandstone,5900,59,1,17
51,Marble,59000,59,4,3
51,Iron,12500,25,3,19
51,Gold,440000,88,7,10
51,Iron,5000,50,1,14
51,Copper,18600,93,2,14
51,Gold,29500,59,3,11
51,Copper,36500,73,3,9
51,Gold,47000,47,4,1
51,Sandstone,22000,22,4,18
51,Gold,16400,82,2,16
51,Sandstone,8400,84,1,15
51,Aluminum,18600,93,2,2
51,Marble,295000,59,7,19
51,Copper,182000,91,6,10
51,Sandstone,285000,57,7,1
51,Sandstone,39000,26,5,12
51,Sandstone,7000,7,4,8
51,Aluminum,53000,53,4,1
51,Aluminum,4800,48,1,10
51,Aluminum,52500,35,5,16
51,Iron,14000,70,2,13
51,Copper,4200,21,2,15
51,Copper,9400,94,1,1
51,Marble,8400,42,2,11
51,Copper,485000,97,7,12
51,Gold,18000,12,5,7
51,Aluminum,5000,25,2,4
51,Copper,85000,17,7,13
51,Marble,54000,36,5,11
51,Marble,109500,73,5,19
51,Gold,8700,87,1,20
51,Aluminum,48000,96,3,18
51,Sandstone,100500,67,5,18
51,Iron,99000,99,4,2
51,Iron,8000,4,6,11
51,Iron,18500,37,3,17
51,Iron,87000,58,5,19
51,Iron,9100,91,1,9
51,Copper,14500,29,3,19
51,Marble,335000,67,7,18
51,Gold,46000,46,4,17
51,Gold,70000,14,7,10
51,Copper,82500,55,5,18
51,Copper,19400,97,2,19
51,Gold,46000,23,6,16
51,Marble,8300,83,1,2
51,Marble,22000,11,6,8
51,Sandstone,48500,97,3,17
51,Marble,44000,22,6,6
51,Iron,111000,74,5,8
51,Sandstone,18000,90,2,14
51,Gold,43000,86,3,17
51,Gold,9400,47,2,18
51,Copper,84000,84,4,5
51,Copper,11000,55,2,5
51,Marble,1200,12,1,5
51,Marble,48000,96,3,10
51,Aluminum,1300,13,1,3
51,Iron,700,7,1,12
51,Marble,5200,26,2,16
51,Iron,112000,56,6,11
51,Copper,42000,21,6,3
51,Iron,87000,87,4,5
51,Copper,150000,75,6,17
51,Aluminum,50000,100,3,20
51,Iron,97000,97,4,7
51,Copper,10000,5,6,12
51,Sandstone,275000,55,7,15
51,Copper,46000,23,6,3
51,Gold,11000,22,3,4
51,Marble,166000,83,6,16
51,Sandstone,265000,53,7,9
51,Copper,4000,40,1,1
51,Iron,148500,99,5,2
51,Iron,10600,53,2,12
51,Marble,24500,49,3,11
51,Gold,4200,21,2,6
51,Copper,112000,56,6,19
51,Aluminum,900,9,1,5
51,Gold,22000,22,4,11
51,Iron,335000,67,7,13
51,Marble,6200,31,2,16
51,Copper,2500,5,3,14
51,Copper,45000,90,3,17
51,Aluminum,39500,79,3,3
51,Marble,4500,9,3,17
51,Aluminum,46000,92,3,16
51,Copper,6400,64,1,2
51,Gold,3000,15,2,3
51,Marble,295000,59,7,15
51,Marble,6000,3,6,17
51,Iron,305000,61,7,1
51,Sandstone,2500,5,3,18
51,Gold,20000,100,2,9
51,Marble,16600,83,2,7
51,Gold,77000,77,4,15
51,Sandstone,29000,29,4,13
51,Marble,58000,58,4,4
51,Aluminum,18000,12,5,12
51,Marble,1000,5,2,13
51,Aluminum,52000,26,6,16
51,Aluminum,88000,88,4,2
51,Sandstone,28000,14,6,19
51,Sandstone,95000,19,7,4
51,Iron,72000,72,4,18
51,Gold,112500,75,5,11
51,Copper,11200,56,2,7
51,Aluminum,114000,76,5,15
51,Iron,180000,36,7,4
51,Gold,7400,37,2,3
51,Aluminum,15400,77,2,8
51,Copper,430000,86,7,18
51,Marble,32000,16,6,14
51,Aluminum,162000,81,6,20
51,Gold,4600,46,1,12
51,Iron,28500,19,5,16
51,Copper,8400,84,1,18
51,Marble,14200,71,2,1
51,Iron,129000,86,5,12
51,Aluminum,88000,88,4,8
51,Marble,40000,20,6,16
51,Aluminum,75000,50,5,14
51,Iron,220000,44,7,20
51,Gold,17500,35,3,1
51,Aluminum,52000,26,6,6
51,Copper,2000,20,1,15
51,Copper,68000,34,6,19
51,Iron,200,1,2,4
51,Sandstone,24000,24,4,2
51,Sandstone,23000,23,4,17
51,Iron,7300,73,1,2
51,Copper,122000,61,6,2
51,Copper,34000,17,6,10
51,Iron,24000,48,3,2
51,Gold,112500,75,5,15
51,Marble,28500,57,3,19
51,Iron,52000,26,6,19
51,Gold,4600,46,1,8
51,Marble,54000,27,6,6
51,Iron,400000,80,7,11
51,Aluminum,320000,64,7,8
51,Sandstone,49000,49,4,1
51,Sandstone,3000,15,2,3
51,Aluminum,87000,58,5,19
51,Marble,20000,100,2,4
51,Aluminum,178000,89,6,11
51,Marble,99000,99,4,1
51,Gold,4600,23,2,20
51,Iron,27000,27,4,12
51,Aluminum,135000,90,5,19
51,Gold,90000,90,4,10
51,Gold,96000,64,5,17
51,Copper,7500,5,5,19
51,Gold,186000,93,6,16
51,Sandstone,42500,85,3,12
51,Copper,60000,12,7,1
51,Aluminum,19800,99,2,15
51,Iron,156000,78,6,13
51,Gold,10000,50,2,2
51,Marble,55000,11,7,18
51,Iron,145500,97,5,16
51,Aluminum,160000,32,7,3
51,Sandstone,20000,40,3,6
51,Sandstone,385000,77,7,4
51,Sandstone,18000,9,6,5
51,Copper,1500,3,3,5
51,Marble,215000,43,7,10
51,Iron,3800,38,1,13
51,Marble,99000,66,5,12
51,Iron,335000,67,7,1
51,Sandstone,69000,69,4,1
51,Iron,94000,94,4,16
51,Sandstone,12800,64,2,12
51,Marble,44500,89,3,7
51,Iron,15000,30,3,3
51,Gold,380000,76,7,10
51,Marble,88500,59,5,4
51,Iron,54000,27,6,13
51,Sandstone,95000,95,4,4
51,Aluminum,10500,7,5,16
51,Sandstone,98000,98,4,2
51,Aluminum,365000,73,7,2
51,Marble,9500,95,1,5
51,Iron,3100,31,1,18
51,Sandstone,8600,86,1,16
51,Marble,900,9,1,8
51,Sandstone,125000,25,7,12
51,Gold,130000,26,7,10
51,Sandstone,47500,95,3,19
51,Copper,25500,51,3,15
51,Marble,134000,67,6,17
51,Sandstone,134000,67,6,3
51,Aluminum,51000,34,5,13
51,Marble,1900,19,1,6
51,Gold,3000,15,2,1
51,Aluminum,400,4,1,15
51,Sandstone,135000,27,7,20
51,Aluminum,9000,9,4,20
51,Copper,10000,20,3,7
51,Marble,144000,96,5,11
51,Marble,380000,76,7,4
51,Iron,9700,97,1,6
51,Sandstone,95000,95,4,2
51,Marble,48000,48,4,15
51,Copper,4000,40,1,2
51,Copper,82000,41,6,15
51,Aluminum,124500,83,5,8
51,Gold,99000,99,4,1
51,Copper,355000,71,7,9
51,Sandstone,88000,44,6,5
51,Iron,50000,25,6,17
51,Sandstone,9500,19,3,15
51,Marble,6400,64,1,13
51,Copper,130500,87,5,10
51,Sandstone,78000,39,6,18
51,Gold,80000,80,4,11
51,Marble,5400,54,1,8
51,Aluminum,93000,62,5,3
51,Marble,19500,13,5,2
51,Iron,200,2,1,12
51,Marble,73000,73,4,1
51,Aluminum,7500,15,3,17
51,Marble,16200,81,2,10
51,Gold,2000,10,2,7
51,Sandstone,76500,51,5,4
51,Iron,30000,6,7,19
51,Iron,62000,31,6,19
51,Marble,495000,99,7,8
51,Aluminum,176000,88,6,12
51,Gold,76000,76,4,12
51,Marble,13500,9,5,9
51,Sandstone,96000,64,5,7
51,Gold,8200,82,1,16
51,Marble,80000,40,6,3
51,Marble,8600,86,1,6
51,Iron,93000,93,4,19
51,Gold,1000,5,2,8
51,Marble,6400,64,1,20
51,Iron,18800,94,2,15
51,Copper,1000,5,2,19
51,Marble,37000,74,3,20
51,Marble,186000,93,6,1
51,Copper,240000,48,7,19
51,Copper,6600,33,2,8
51,Gold,24500,49,3,19
51,Gold,12000,8,5,4
51,Sandstone,15000,3,7,5
51,Gold,13800,69,2,9
51,Sandstone,31000,31,4,18
51,Aluminum,42000,42,4,13
51,Sandstone,6400,64,1,17
51,Copper,19800,99,2,2
51,Marble,80000,40,6,13
51,Copper,310000,62,7,15
51,Sandstone,11500,23,3,16
51,Marble,16400,82,2,4
51,Gold,43000,43,4,19
51,Marble,141000,94,5,7
51,Copper,11500,23,3,7
51,Copper,76000,38,6,14
51,Gold,5400,27,2,9
51,Sandstone,194000,97,6,7
51,Copper,6600,66,1,9
51,Marble,3000,6,3,19
51,Iron,5800,29,2,8
51,Aluminum,435000,87,7,19
51,Iron,108000,72,5,13
51,Iron,129000,86,5,2
51,Marble,7400,37,2,14
51,Copper,13200,66,2,15
51,Marble,36000,24,5,7
51,Marble,112000,56,6,2
51,Iron,19000,95,2,10
51,Copper,20000,40,3,18
51,Copper,3000,30,1,20
51,Sandstone,111000,74,5,7
51,Marble,76000,38,6,13
51,Iron,57000,38,5,20
51,Aluminum,4000,4,4,5
51,Marble,41000,41,4,17
51,Copper,16000,32,3,20
51,Gold,4800,24,2,17
51,Copper,142000,71,6,12
51,Gold,6000,4,5,16
51,Aluminum,19500,13,5,19
51,Aluminum,4700,47,1,15
51,Aluminum,5500,55,1,16
51,Gold,9900,99,1,19
51,Gold,114000,57,6,13
51,Iron,104000,52,6,9
51,Aluminum,260000,52,7,13
51,Aluminum,52000,52,4,15
51,Aluminum,45000,45,4,18
51,Iron,12000,12,4,10
51,Marble,16600,83,2,11
51,Sandstone,168000,84,6,4
51,Sandstone,24000,16,5,19
51,Iron,1000,5,2,7
51,Aluminum,5800,29,2,7
51,Sandstone,16000,16,4,4
51,Copper,75000,50,5,10
51,Iron,410000,82,7,9
51,Marble,58500,39,5,9
51,Copper,156000,78,6,7
51,Marble,30000,60,3,16
51,Iron,68000,34,6,14
51,Marble,96000,48,6,19
51,Aluminum,600,6,1,2
51,Gold,16600,83,2,4
51,Sandstone,144000,72,6,17
51,Gold,26000,26,4,15
51,Sandstone,170000,34,7,10
51,Copper,36000,24,5,2
51,Aluminum,100,1,1,20
51,Gold,150000,75,6,7
51,Gold,1100,11,1,9
51,Marble,91500,61,5,12
51,Iron,25500,51,3,16
51,Sandstone,27000,54,3,1
51,Gold,19800,99,2,15
51,Sandstone,60000,30,6,3
51,Aluminum,116000,58,6,7
51,Sandstone,91500,61,5,14
51,Marble,66000,33,6,13
51,Iron,90000,45,6,16
51,Aluminum,166000,83,6,6
51,Copper,1500,15,1,3
51,Aluminum,72000,36,6,5
51,Iron,19500,39,3,15
51,Aluminum,28000,56,3,8
51,Iron,118500,79,5,3
51,Gold,62000,62,4,14
51,Copper,142500,95,5,1
51,Sandstone,17400,87,2,3
51,Gold,7000,14,3,4
51,Marble,36500,73,3,18
51,Sandstone,108000,72,5,15
51,Iron,1000,1,4,1
51,Copper,60000,12,7,9
51,Aluminum,5200,26,2,6
51,Copper,76500,51,5,2
51,Iron,175000,35,7,8
51,Gold,10000,2,7,14
51,Sandstone,13000,65,2,3
51,Copper,180000,90,6,15
51,Aluminum,5000,5,4,7
51,Aluminum,48000,24,6,19
51,Iron,72000,36,6,13
51,Gold,370000,74,7,15
51,Aluminum,70500,47,5,7
51,Aluminum,20500,41,3,6
51,Copper,192000,96,6,9
51,Iron,66000,66,4,14
51,Sandstone,59000,59,4,10
51,Iron,17600,88,2,2
51,Iron,64500,43,5,9
51,Copper,20000,40,3,18
51,Copper,77000,77,4,3
51,Marble,6000,3,6,20
51,Aluminum,4000,20,2,10
51,Iron,4400,22,2,3
51,Aluminum,3800,19,2,10
51,Copper,114000,57,6,1
51,Marble,4200,42,1,14
51,Sandstone,81000,54,5,20
51,Gold,180000,36,7,17
51,Copper,8400,42,2,19
51,Gold,44500,89,3,3
51,Copper,4000,20,2,3
51,Sandstone,14800,74,2,11
51,Iron,6200,62,1,11
51,Gold,1200,6,2,10
51,Aluminum,8000,80,1,16
51,Aluminum,445000,89,7,4
51,Copper,45500,91,3,12
51,Sandstone,5600,28,2,6
51,Marble,38000,38,4,2
51,Gold,18000,90,2,3
51,Copper,47000,47,4,7
51,Aluminum,4000,2,6,14
51,Gold,2700,27,1,4
51,Aluminum,3500,7,3,1
51,Marble,43500,29,5,16
51,Aluminum,3700,37,1,11
51,Marble,57000,38,5,16
51,Aluminum,11000,11,4,7
51,Aluminum,88000,88,4,5
51,Copper,300,3,1,7
51,Gold,7800,39,2,7
51,Marble,7400,37,2,18
51,Iron,52000,52,4,2
51,Sandstone,3400,17,2,2
51,Iron,3400,17,2,2
51,Iron,8500,85,1,9
51,Aluminum,162000,81,6,7
51,Gold,38000,38,4,7
51,Gold,4500,45,1,15
51,Gold,17200,86,2,9
51,Iron,2400,12,2,2
51,Aluminum,6200,31,2,18
51,Copper,60000,12,7,18
51,Aluminum,31000,31,4,7
51,Sandstone,16200,81,2,14
51,Copper,60000,60,4,4
51,Copper,205000,41,7,10
51,Gold,34500,69,3,7
51,Aluminum,18000,9,6,18
51,Aluminum,10600,53,2,2
51,Iron,45000,90,3,14
51,Copper,155000,31,7,13
51,Sandstone,8400,42,2,13
51,Copper,135000,90,5,18
51,Copper,33000,22,5,16
51,Aluminum,53000,53,4,10
51,Iron,14400,72,2,20
51,Aluminum,22500,15,5,2
51,Copper,6200,62,1,5
51,Copper,82000,82,4,14
51,Aluminum,88000,44,6,14
51,Sandstone,8000,4,6,4
51,Sandstone,4600,46,1,11
51,Sandstone,47500,95,3,10
51,Iron,74000,74,4,4
51,Aluminum,10000,50,2,18
51,Gold,32500,65,3,15
51,Gold,11400,57,2,7
51,Iron,20000,40,3,1
51,Aluminum,12600,63,2,10
51,Gold,41000,82,3,8
51,Aluminum,1400,7,2,7
51,Sandstone,69000,46,5,4
51,Iron,9400,47,2,4
51,Iron,10500,21,3,8
51,Marble,200,1,2,19
52,Marble,68000,34,6,14
52,Marble,34500,69,3,1
52,Iron,24000,24,4,7
52,Gold,2300,23,1,12
52,Aluminum,11500,23,3,13
52,Iron,15000,30,3,18
52,Gold,3500,35,1,20
52,Marble,19000,19,4,15
52,Aluminum,9800,49,2,17
52,Gold,6500,65,1,12
52,Sandstone,49500,99,3,11
52,Aluminum,240000,48,7,10
52,Gold,32500,65,3,18
52,Iron,90000,60,5,7
52,Marble,32000,32,4,4
52,Marble,8400,84,1,18
52,Copper,37500,75,3,1
52,Sandstone,4300,43,1,11
52,Iron,42500,85,3,2
52,Sandstone,6000,12,3,9
52,Sandstone,47000,47,4,11
52,Aluminum,14400,72,2,2
52,Aluminum,108000,54,6,15
52,Sandstone,6700,67,1,7
52,Gold,36500,73,3,3
52,Gold,66000,33,6,1
52,Iron,26000,13,6,9
52,Marble,72000,36,6,15
52,Copper,37000,74,3,6
52,Copper,91500,61,5,10
52,Gold,47000,47,4,5
52,Marble,3500,35,1,7
52,Sandstone,13000,65,2,12
52,Aluminum,100,1,1,14
52,Marble,28000,14,6,12
52,Copper,445000,89,7,5
52,Sandstone,420000,84,7,14
52,Gold,9500,95,1,2
52,Sandstone,3900,39,1,6
52,Aluminum,90000,45,6,9
52,Copper,14800,74,2,1
52,Aluminum,9200,92,1,6
52,Marble,1300,13,1,3
52,Marble,16000,32,3,2
52,Iron,168000,84,6,12
52,Gold,48000,24,6,16
52,Marble,21500,43,3,4
52,Aluminum,8000,80,1,14
52,Iron,8600,86,1,16
52,Iron,58500,39,5,2
52,Iron,7500,75,1,1
52,Sandstone,3200,32,1,9
52,Iron,10000,100,1,6
52,Marble,142000,71,6,9
52,Aluminum,118500,79,5,2
52,Aluminum,220000,44,7,15
52,Copper,96000,96,4,13
52,Sandstone,6000,60,1,16
52,Copper,9000,90,1,13
52,Gold,45500,91,3,1
52,Marble,102000,68,5,3
52,Marble,9400,47,2,11
52,Iron,69000,69,4,7
52,Gold,800,4,2,19
52,Copper,32000,32,4,5
52,Gold,9500,95,1,11
52,Sandstone,160000,80,6,20
52,Copper,37000,74,3,2
52,Marble,11000,22,3,14
52,Aluminum,73000,73,4,18
52,Sandstone,44500,89,3,4
52,Copper,6000,60,1,20
52,Aluminum,111000,74,5,1
52,Marble,60000,12,7,5
52,Sandstone,118500,79,5,1
52,Aluminum,76000,38,6,2
52,Sandstone,330000,66,7,8
52,Iron,114000,57,6,4
52,Copper,166000,83,6,16
52,Copper,14200,71,2,16
52,Copper,109500,73,5,4
52,Iron,45000,9,7,19
52,Marble,172000,86,6,1
52,Copper,51000,51,4,8
52,Aluminum,8200,82,1,2
52,Copper,3200,16,2,16
52,Gold,435000,87,7,15
52,Sandstone,132000,88,5,10
52,Copper,6000,6,4,16
52,Copper,7500,5,5,16
52,Aluminum,194000,97,6,15
52,Marble,102000,68,5,17
52,Gold,300000,60,7,13
52,Gold,14500,29,3,2
52,Copper,16000,80,2,20
52,Copper,25500,17,5,17
52,Copper,66000,33,6,1
52,Sandstone,50000,25,6,6
52,Copper,6600,66,1,11
52,Sandstone,16600,83,2,4
52,Copper,128000,64,6,12
52,Gold,48500,97,3,20
52,Gold,51000,51,4,12
52,Copper,87000,58,5,9
52,Sandstone,85000,17,7,5
52,Iron,360000,72,7,5
52,Copper,290000,58,7,10
52,Marble,46000,23,6,9
52,Iron,13000,26,3,9
52,Sandstone,126000,63,6,3
52,Copper,37500,75,3,19
52,Aluminum,480000,96,7,17
52,Aluminum,37500,25,5,18
52,Iron,13400,67,2,20
52,Marble,16800,84,2,2
52,Copper,10000,20,3,4
52,Gold,16000,32,3,9
52,Copper,64000,32,6,9
52,Sandstone,400,2,2,16
52,Gold,175000,35,7,15
52,Copper,47000,94,3,17
52,Aluminum,3200,16,2,3
52,Sandstone,72000,72,4,9
52,Copper,127500,85,5,15
52,Sandstone,31000,31,4,5
52,Iron,13400,67,2,10
52,Iron,7100,71,1,2
52,Aluminum,82000,41,6,13
52,Sandstone,200000,100,6,7
52,Marble,90000,45,6,14
52,Copper,54000,27,6,11
52,Marble,14000,70,2,19
52,Aluminum,1300,13,1,2
52,Gold,125000,25,7,8
52,Gold,4900,49,1,16
52,Sandstone,150000,30,7,4
52,Aluminum,300000,60,7,4
52,Iron,178000,89,6,17
52,Marble,156000,78,6,11
52,Marble,9400,47,2,5
52,Marble,52000,52,4,1
52,Aluminum,26000,26,4,4
52,Gold,40500,81,3,5
52,Iron,275000,55,7,18
52,Gold,88000,44,6,13
52,Copper,82500,55,5,12
52,Marble,138000,69,6,12
52,Copper,8300,83,1,11
52,Iron,9900,99,1,16
52,Gold,5100,51,1,9
52,Aluminum,53000,53,4,19
52,Marble,2700,27,1,1
52,Gold,4100,41,1,18
52,Copper,71000,71,4,5
52,Iron,9000,18,3,7
52,Sandstone,2000,1,6,6
52,Marble,160000,32,7,11
52,Marble,285000,57,7,11
52,Copper,8000,80,1,5
52,Iron,19800,99,2,2
52,Aluminum,8900,89,1,14
52,Sandstone,200,2,1,3
52,Gold,28000,14,6,4
52,Aluminum,145500,97,5,7
52,Gold,430000,86,7,15
52,Sandstone,180000,90,6,13
52,Copper,74000,74,4,19
52,Aluminum,76500,51,5,10
52,Marble,89000,89,4,6
52,Copper,40000,8,7,14
52,Marble,285000,57,7,4
52,Sandstone,10000,50,2,20
52,Sandstone,12200,61,2,11
52,Iron,500000,100,7,3
52,Marble,10500,7,5,17
52,Gold,8000,4,6,10
52,Aluminum,15000,30,3,18
52,Aluminum,9000,90,1,19
52,Copper,30000,60,3,5
52,Sandstone,22500,15,5,18
52,Aluminum,6600,33,2,19
52,Aluminum,196000,98,6,2
52,Iron,4400,44,1,19
52,Gold,150000,30,7,20
52,Sandstone,176000,88,6,10
52,Gold,40500,27,5,14
52,Iron,130000,26,7,17
52,Sandstone,71000,71,4,11
52,Aluminum,86000,43,6,4
52,Marble,5700,57,1,1
52,Sandstone,18600,93,2,15
52,Sandstone,133500,89,5,16
52,Aluminum,46000,92,3,11
52,Gold,88000,44,6,8
52,Gold,5000,10,3,7
52,Copper,140000,28,7,6
52,Marble,148000,74,6,8
52,Gold,20000,40,3,4
52,Gold,52000,52,4,16
52,Iron,8500,17,3,14
52,Gold,55000,11,7,3
52,Sandstone,3900,39,1,1
52,Marble,55000,11,7,15
52,Copper,19000,19,4,15
52,Aluminum,19600,98,2,11
52,Copper,21000,14,5,14
52,Marble,122000,61,6,20
52,Aluminum,9700,97,1,3
52,Aluminum,4200,21,2,18
52,Gold,3400,17,2,16
52,Marble,94000,47,6,7
52,Aluminum,144000,96,5,13
52,Aluminum,78000,78,4,1
52,Iron,47000,47,4,9
52,Marble,13500,9,5,1
52,Aluminum,109500,73,5,4
52,Iron,1000,10,1,13
52,Iron,185000,37,7,16
52,Marble,10200,51,2,19
52,Aluminum,8000,8,4,4
52,Sandstone,49500,33,5,10
52,Copper,16400,82,2,12
52,Iron,17000,34,3,6
52,Marble,35000,7,7,16
52,Copper,85000,17,7,20
52,Iron,1700,17,1,11
52,Aluminum,34000,68,3,8
52,Marble,1100,11,1,13
52,Iron,62000,62,4,18
52,Copper,35000,35,4,19
52,Aluminum,160000,32,7,16
52,Copper,10600,53,2,9
52,Gold,38000,38,4,15
52,Copper,10600,53,2,10
52,Copper,12000,24,3,20
52,Marble,55000,55,4,14
